COMMON_NAME,SPECIES_CODE
Society Kingfisher,tahkin1
Niau Kingfisher,niakin1
Mangareva Kingfisher,mankin3
Chattering Kingfisher,chakin2
Pacific Kingfisher,packin1
Palau Kingfisher,mickin4
Guam Kingfisher,mickin1
Pohnpei Kingfisher,mickin5
Flat-billed Kingfisher,flbkin1
Colonist Kingfisher,colkin17
Torresian Kingfisher,colkin9
Sacred Kingfisher,sackin1
Collared Kingfisher,colkin1
Beach Kingfisher,beakin2
Mariana Kingfisher,colkin2
Melanesian Kingfisher,melkin1
Sombre Kingfisher,somkin1
Talaud Kingfisher,talkin1
Cinnamon-banded Kingfisher,cibkin1
White-rumped Kingfisher,whrkin1
Hook-billed Kingfisher,hobkin1
Moustached Kingfisher,moukin2
Rufous-collared Kingfisher,ruckin1
Spotted Kingfisher,spokin1
Blue-capped Kingfisher,blckin2
Green-backed Kingfisher,grbkin1
Scaly-breasted Kingfisher,scakin1
Yellow-billed Kingfisher,yebkin1
Mountain Kingfisher,moukin1
Little Paradise-Kingfisher,lipkin1
Common Paradise-Kingfisher,copkin1
Kofiau Paradise-Kingfisher,kopkin1
Biak Paradise-Kingfisher,bipkin1
Numfor Paradise-Kingfisher,nupkin1
Red-breasted Paradise-Kingfisher,rbpkin1
Brown-headed Paradise-Kingfisher,bhpkin1
Buff-breasted Paradise-Kingfisher,bbpkin1
Giant Kingfisher,giakin3
Crested Kingfisher,crekin1
Ringed Kingfisher,rinkin1
Belted Kingfisher,belkin1
Pied Kingfisher,piekin1
Amazon Kingfisher,amakin1
Green Kingfisher,grnkin
Green-and-rufous Kingfisher,garkin1
American Pygmy Kingfisher,ampkin1
Red-bearded Bee-eater,rbbeat1
Blue-bearded Bee-eater,bbbeat1
Purple-bearded Bee-eater,pbbeat1
Black Bee-eater,blbeat1
Blue-moustached Bee-eater,bumbee1
Blue-headed Bee-eater,bhbeat2
Red-throated Bee-eater,rtbeat1
White-fronted Bee-eater,wfbeat1
Little Bee-eater,libeat1
Blue-breasted Bee-eater,bbbeat2
Cinnamon-chested Bee-eater,ccbeat1
Swallow-tailed Bee-eater,stbeat1
Black-headed Bee-eater,bhbeat1
Somali Bee-eater,sobeat1
White-throated Bee-eater,wtbeat1
Green Bee-eater,grbeat1
Böhm's Bee-eater,bobeat1
Blue-throated Bee-eater,btbeat2
Rufous-crowned Bee-eater,rucbee1
Blue-cheeked Bee-eater,bcbeat1
Madagascar Bee-eater,mabeat1
Blue-tailed Bee-eater,btbeat1
Rainbow Bee-eater,rabeat1
European Bee-eater,eubeat1
Chestnut-headed Bee-eater,chbeat1
Rosy Bee-eater,robeat1
Northern Carmine Bee-eater,ncbeat1
Southern Carmine Bee-eater,scbeat1
European Roller,eurrol1
Abyssinian Roller,abyrol2
Lilac-breasted Roller,librol2
Racket-tailed Roller,ratrol2
Rufous-crowned Roller,rucrol2
Indian Roller,indrol1
Purple-winged Roller,puwrol1
Blue-bellied Roller,blbrol1
Broad-billed Roller,brbrol1
Blue-throated Roller,bltrol1
Dollarbird,dollar1
Azure Roller,purrol1
Short-legged Ground-Roller,slgrol1
Scaly Ground-Roller,scagrr1
Pitta-like Ground-Roller,plgrol1
Rufous-headed Ground-Roller,rhgrol1
Long-tailed Ground-Roller,ltgrol1
White-necked Puffbird,whnpuf2
Guianan Puffbird,guipuf1
Buff-bellied Puffbird,bubpuf1
Black-breasted Puffbird,blbpuf1
Brown-banded Puffbird,brbpuf1
Pied Puffbird,piepuf1
Chestnut-capped Puffbird,chcpuf1
Spotted Puffbird,spopuf1
Sooty-capped Puffbird,socpuf1
Collared Puffbird,colpuf1
Barred Puffbird,barpuf1
Western Striolated-Puffbird,wespuf1
Eastern Striolated-Puffbird,strpuf1
White-eared Puffbird,whepuf1
Spot-backed Puffbird,spbpuf1
Russet-throated Puffbird,rutpuf1
White-chested Puffbird,whcpuf1
Semicollared Puffbird,sempuf1
Crescent-chested Puffbird,crcpuf1
Rufous-necked Puffbird,runpuf1
White-whiskered Puffbird,whwpuf1
Black-streaked Puffbird,blspuf1
Moustached Puffbird,moupuf1
Lanceolated Monklet,lanmon1
Rusty-breasted Nunlet,rubnun1
Fulvous-chinned Nunlet,fucnun1
Brown Nunlet,bronun1
Gray-cheeked Nunlet,gycnun1
Rufous-capped Nunlet,rucnun1
Chestnut-headed Nunlet,chhnun1
White-faced Nunbird,whfnun2
Black Nunbird,blanun1
Black-fronted Nunbird,blfnun1
White-fronted Nunbird,whfnun1
Yellow-billed Nunbird,yebnun1
Swallow-winged Puffbird,swwpuf1
White-eared Jacamar,whejac1
Purus Jacamar,purjac2
White-throated Jacamar,whtjac1
Brown Jacamar,brojac2
Pale-headed Jacamar,pahjac1
Dusky-backed Jacamar,dubjac1
Three-toed Jacamar,thtjac1
Yellow-billed Jacamar,yebjac1
Blue-cheeked Jacamar,bucjac1
Rufous-tailed Jacamar,rutjac1
Green-tailed Jacamar,grtjac1
White-chinned Jacamar,whcjac1
Bluish-fronted Jacamar,blfjac1
Coppery-chested Jacamar,cocjac2
Purplish Jacamar,purjac1
Bronzy Jacamar,brojac1
Paradise Jacamar,parjac1
Great Jacamar,grejac2
Yellow-billed Barbet,yebbar1
Crested Barbet,crebar1
Red-and-yellow Barbet,raybar1
Yellow-breasted Barbet,yebbar2
D'Arnaud's Barbet,darbar1
Gray-throated Barbet,gytbar1
Sladen's Barbet,slabar1
Bristle-nosed Barbet,brnbar1
Naked-faced Barbet,nafbar1
White-eared Barbet,whebar1
Whyte's Barbet,whybar1
Anchieta's Barbet,ancbar1
Green Barbet,grebar2
Speckled Tinkerbird,spetin1
Green Tinkerbird,gretin2
Moustached Tinkerbird,moutin1
Western Tinkerbird,westin1
Red-rumped Tinkerbird,rertin1
Yellow-throated Tinkerbird,yettin1
Yellow-rumped Tinkerbird,yertin1
White-chested Tinkerbird,whctin1
Red-fronted Tinkerbird,reftin1
Yellow-fronted Tinkerbird,yeftin1
Yellow-spotted Barbet,yesbar1
Hairy-breasted Barbet,habbar1
Red-fronted Barbet,refbar2
Miombo Barbet,miobar1
Pied Barbet,piebar1
Spot-flanked Barbet,spfbar1
Black-throated Barbet,bltbar1
Banded Barbet,banbar1
Vieillot's Barbet,viebar1
White-headed Barbet,whhbar1
Chaplin's Barbet,chabar1
Red-faced Barbet,refbar1
Black-billed Barbet,blbbar3
Black-collared Barbet,blcbar1
Brown-breasted Barbet,brbbar1
Black-backed Barbet,blbbar1
Double-toothed Barbet,dotbar1
Bearded Barbet,beabar1
Black-breasted Barbet,blbbar4
Sooty Barbet,soobar2
Brown Barbet,brnbar2
Malabar Barbet,crfbar1
Crimson-fronted Barbet,crfbar3
Coppersmith Barbet,copbar1
Blue-eared Barbet,blebar1
Little Barbet,litbar1
Bornean Barbet,borbar1
Fire-tufted Barbet,fitbar1
Great Barbet,grebar1
Red-vented Barbet,revbar1
Red-crowned Barbet,recbar1
Red-throated Barbet,retbar1
Black-banded Barbet,blbbar2
Golden-naped Barbet,gonbar1
Yellow-crowned Barbet,yecbar1
Flame-fronted Barbet,flfbar1
Green-eared Barbet,grebar3
Lineated Barbet,linbar1
Brown-headed Barbet,brhbar1
White-cheeked Barbet,whcbar1
Yellow-fronted Barbet,yefbar1
Golden-throated Barbet,gotbar1
Mountain Barbet,moubar1
Brown-throated Barbet,brtbar1
Gold-whiskered Barbet,gowbar1
Gold-faced Barbet,gofbar1
Moustached Barbet,moubar2
Taiwan Barbet,taibar2
Chinese Barbet,chibar1
Blue-throated Barbet,bltbar2
Indochinese Barbet,indbar1
Black-browed Barbet,blbbar5
Turquoise-throated Barbet,tutbar1
Scarlet-crowned Barbet,sccbar1
Black-girdled Barbet,blgbar1
Spot-crowned Barbet,spcbar1
Orange-fronted Barbet,orfbar1
White-mantled Barbet,whmbar1
Scarlet-banded Barbet,scbbar2
Five-colored Barbet,ficbar1
Brown-chested Barbet,brcbar1
Black-spotted Barbet,blsbar1
Gilded Barbet,gilbar1
Lemon-throated Barbet,letbar1
Scarlet-hooded Barbet,schbar1
Red-headed Barbet,rehbar1
Versicolored Barbet,verbar1
Prong-billed Barbet,prbbar1
Toucan Barbet,toubar1
Northern Emerald-Toucanet,noremt1
Southern Emerald-Toucanet,souemt1
Groove-billed Toucanet,grbtou1
Chestnut-tipped Toucanet,chttou3
Tepui Toucanet,chttou2
Crimson-rumped Toucanet,crrtou1
Yellow-browed Toucanet,yebtou1
Blue-banded Toucanet,blbtou1
Gray-breasted Mountain-Toucan,gybmot1
Plate-billed Mountain-Toucan,pbmtou1
Hooded Mountain-Toucan,homtou1
Black-billed Mountain-Toucan,bbmtou1
Saffron Toucanet,saftou2
Green Aracari,greara1
Lettered Aracari,letara1
Collared Aracari,colara1
Fiery-billed Aracari,fibara1
Black-necked Aracari,blnara1
Chestnut-eared Aracari,cheara1
Many-banded Aracari,mabara1
Ivory-billed Aracari,ivbara1
Curl-crested Aracari,cucara1
Red-necked Aracari,renara1
Yellow-eared Toucanet,yeetou1
Guianan Toucanet,guitou1
Golden-collared Toucanet,goctou1
Tawny-tufted Toucanet,tattou1
Gould's Toucanet,goutou1
Spot-billed Toucanet,spbtou1
Toco Toucan,toctou1
Yellow-throated Toucan,bkmtou1
White-throated Toucan,whttou1
Keel-billed Toucan,kebtou1
Choco Toucan,chotou1
Channel-billed Toucan,chbtou1
Red-breasted Toucan,rebtou2
Cassin's Honeyguide,cashon1
Green-backed Honeyguide,grbhon2
Wahlberg's Honeyguide,wahhon1
Zenker's Honeyguide,zenhon1
Yellow-footed Honeyguide,yefhon2
Dwarf Honeyguide,dwahon1
Willcocks's Honeyguide,wilhon2
Pallid Honeyguide,palhon1
Least Honeyguide,leahon2
Thick-billed Honeyguide,thbhon1
Lesser Honeyguide,leshon1
Spotted Honeyguide,spohon2
Scaly-throated Honeyguide,scthon1
Yellow-rumped Honeyguide,yerhon1
Malaysian Honeyguide,malhon1
Greater Honeyguide,grehon2
Lyre-tailed Honeyguide,lython1
Eurasian Wryneck,eurwry
Rufous-necked Wryneck,runwry1
Speckled Piculet,spepic1
Bar-breasted Piculet,babpic1
Orinoco Piculet,oripic1
Lafresnaye's Piculet,lafpic1
Golden-spangled Piculet,gospic1
Ecuadorian Piculet,ecupic1
Scaled Piculet,scapic1
White-bellied Piculet,whbpic2
Arrowhead Piculet,arrpic1
Spotted Piculet,spopic1
Speckle-chested Piculet,spcpic1
Varzea Piculet,varpic1
White-barred Piculet,whbpic1
Ocellated Piculet,ocepic2
Ochre-collared Piculet,occpic1
White-wedged Piculet,whwpic1
Rusty-necked Piculet,runpic1
Rufous-breasted Piculet,rubpic1
Tawny Piculet,tawpic1
Ochraceous Piculet,ochpic1
Mottled Piculet,motpic1
Plain-breasted Piculet,plbpic1
Fine-barred Piculet,fibpic1
Olivaceous Piculet,olipic1
Grayish Piculet,grapic1
Chestnut Piculet,chepic1
African Piculet,afrpic1
Rufous Piculet,rufpic1
White-browed Piculet,whbpic3
Antillean Piculet,antpic1
White Woodpecker,whiwoo1
Lewis's Woodpecker,lewwoo
Guadeloupe Woodpecker,guawoo1
Puerto Rican Woodpecker,purwoo1
Red-headed Woodpecker,rehwoo
Acorn Woodpecker,acowoo
Golden-naped Woodpecker,gonwoo1
Yellow-tufted Woodpecker,yetwoo2
Yellow-fronted Woodpecker,yefwoo1
Beautiful Woodpecker,beawoo2
Black-cheeked Woodpecker,blcwoo1
White-fronted Woodpecker,whfwoo1
Hispaniolan Woodpecker,hiswoo1
Jamaican Woodpecker,jamwoo1
Golden-cheeked Woodpecker,gocwoo1
Gray-breasted Woodpecker,grbwoo1
Yucatan Woodpecker,yucwoo
Red-crowned Woodpecker,recwoo1
Gila Woodpecker,gilwoo
Hoffmann's Woodpecker,hofwoo1
Golden-fronted Woodpecker,gofwoo
Red-bellied Woodpecker,rebwoo
West Indian Woodpecker,weiwoo1
Williamson's Sapsucker,wilsap
Yellow-bellied Sapsucker,yebsap
Red-naped Sapsucker,rensap
Red-breasted Sapsucker,rebsap
Cuban Green Woodpecker,cugwoo1
Fine-spotted Woodpecker,fiswoo1
Nubian Woodpecker,nubwoo1
Bennett's Woodpecker,benwoo1
Reichenow's Woodpecker,reiwoo1
Golden-tailed Woodpecker,gotwoo1
Mombasa Woodpecker,momwoo1
Knysna Woodpecker,knywoo1
Little Green Woodpecker,ligwoo1
Green-backed Woodpecker,grbwoo2
Tullberg's Woodpecker,tulwoo1
Buff-spotted Woodpecker,buswoo1
Brown-eared Woodpecker,brewoo1
Ground Woodpecker,growoo1
Little Gray Woodpecker,ligwoo3
Speckle-breasted Woodpecker,spbwoo2
Abyssinian Woodpecker,abywoo1
Cardinal Woodpecker,carwoo1
Melancholy Woodpecker,melwoo1
Gabon Woodpecker,gabwoo1
Stierling's Woodpecker,stiwoo1
Bearded Woodpecker,beawoo1
Fire-bellied Woodpecker,fibwoo1
Golden-crowned Woodpecker,gocwoo3
Elliot's Woodpecker,ellwoo1
African Gray Woodpecker,grywoo1
Mountain Gray Woodpecker,gyhwoo1
Olive Woodpecker,oliwoo2
Brown-backed Woodpecker,brbwoo1
Sulawesi Woodpecker,sulwoo2
Philippine Woodpecker,phiwoo1
Sulu Woodpecker,phiwoo3
Brown-capped Woodpecker,bncwoo3
Sunda Woodpecker,bncwoo2
Gray-capped Woodpecker,gycwoo1
Pygmy Woodpecker,pygwoo1
Lesser Spotted Woodpecker,leswoo1
Brown-fronted Woodpecker,brfwoo1
Fulvous-breasted Woodpecker,fubwoo2
Freckle-breasted Woodpecker,frbwoo1
Stripe-breasted Woodpecker,stbwoo4
Yellow-crowned Woodpecker,yecwoo1
Arabian Woodpecker,arawoo1
Rufous-bellied Woodpecker,rubwoo1
Crimson-breasted Woodpecker,crbwoo3
Darjeeling Woodpecker,darwoo1
Middle Spotted Woodpecker,miswoo1
White-backed Woodpecker,whbwoo1
Great Spotted Woodpecker,grswoo
Syrian Woodpecker,syrwoo1
White-winged Woodpecker,whwwoo1
Sind Woodpecker,sinwoo1
Himalayan Woodpecker,himwoo1
Ladder-backed Woodpecker,labwoo
Nuttall's Woodpecker,nutwoo
Downy Woodpecker,dowwoo
Smoky-brown Woodpecker,smbwoo1
Hairy Woodpecker,haiwoo
Arizona Woodpecker,ariwoo
Strickland's Woodpecker,strwoo
Red-cockaded Woodpecker,recwoo
White-headed Woodpecker,whhwoo
Eurasian Three-toed Woodpecker,ettwoo1
American Three-toed Woodpecker,attwoo1
Black-backed Woodpecker,bkbwoo
Red-rumped Woodpecker,rerwoo1
Golden-collared Woodpecker,gocwoo2
White-spotted Woodpecker,whswoo2
Checkered Woodpecker,chewoo3
Striped Woodpecker,strwoo6
Blood-colored Woodpecker,blcwoo3
Little Woodpecker,litwoo2
Dot-fronted Woodpecker,dofwoo1
Scarlet-backed Woodpecker,scbwoo3
Yellow-vented Woodpecker,yevwoo1
Bar-bellied Woodpecker,babwoo2
Red-stained Woodpecker,reswoo1
Choco Woodpecker,chowoo1
Yellow-eared Woodpecker,yeewoo1
Rufous-winged Woodpecker,ruwwoo1
Stripe-cheeked Woodpecker,stcwoo1
White-throated Woodpecker,whtwoo2
Lita Woodpecker,litwoo1
Yellow-throated Woodpecker,yetwoo1
Golden-green Woodpecker,gogwoo1
White-browed Woodpecker,whbwoo7
Golden-olive Woodpecker,goowoo1
Gray-crowned Woodpecker,grcwoo1
Crimson-mantled Woodpecker,crmwoo2
Black-necked Woodpecker,blnwoo1
Spot-breasted Woodpecker,spbwoo1
Green-barred Woodpecker,grbwoo3
Northern Flicker,norfli
Gilded Flicker,gilfli
Fernandina's Flicker,ferfli1
Chilean Flicker,chifli1
Andean Flicker,andfli1
Campo Flicker,camfli1
Cinnamon Woodpecker,cinwoo1
Ringed Woodpecker,rinwoo1
Helmeted Woodpecker,helwoo1
Chestnut-colored Woodpecker,chcwoo1
Scale-breasted Woodpecker,scbwoo5
Waved Woodpecker,wavwoo1
Cream-colored Woodpecker,crcwoo2
Rufous-headed Woodpecker,ruhwoo1
Kaempfer's Woodpecker,caawoo1
Chestnut Woodpecker,chewoo2
Pale-crested Woodpecker,pacwoo1
Blond-crested Woodpecker,blcwoo2
Lineated Woodpecker,linwoo1
Pileated Woodpecker,pilwoo
Black-bodied Woodpecker,blbwoo3
White-bellied Woodpecker,whbwoo2
Andaman Woodpecker,andwoo1
Black Woodpecker,blawoo1
Powerful Woodpecker,powwoo1
Crimson-bellied Woodpecker,crbwoo1
Red-necked Woodpecker,renwoo1
Robust Woodpecker,robwoo1
Crimson-crested Woodpecker,crcwoo1
Pale-billed Woodpecker,pabwoo1
Guayaquil Woodpecker,guawoo2
Cream-backed Woodpecker,crbwoo2
Magellanic Woodpecker,magwoo1
Ivory-billed Woodpecker,ivbwoo
Imperial Woodpecker,impwoo1
Banded Woodpecker,banwoo2
Lesser Yellownape,lesyel1
Crimson-winged Woodpecker,crwwoo1
Greater Yellownape,greyel1
Checker-throated Woodpecker,chtwoo1
Streak-breasted Woodpecker,stbwoo3
Laced Woodpecker,lacwoo1
Streak-throated Woodpecker,sttwoo1
Scaly-bellied Woodpecker,scbwoo1
Japanese Woodpecker,japwoo1
Eurasian Green Woodpecker,grnwoo1
Levaillant's Woodpecker,levwoo1
Red-collared Woodpecker,recwoo2
Black-headed Woodpecker,blhwoo1
Gray-headed Woodpecker,gyfwoo1
Olive-backed Woodpecker,olbwoo2
Himalayan Flameback,himfla1
Common Flameback,comfla1
Spot-throated Flameback,sptfla1
Black-rumped Flameback,blrfla1
Pale-headed Woodpecker,pahwoo1
Bamboo Woodpecker,bamwoo1
Rufous Woodpecker,rufwoo2
Buff-rumped Woodpecker,burwoo1
Black-and-buff Woodpecker,babwoo3
Buff-necked Woodpecker,bunwoo1
Greater Flameback,grefla1
Javan Flameback,javfla1
Luzon Flameback,luzfla1
Yellow-faced Flameback,yeffla1
Buff-spotted Flameback,busfla1
Red-headed Flameback,rehfla1
Crimson-backed Flameback,crbfla1
White-naped Woodpecker,whnwoo1
Okinawa Woodpecker,okiwoo1
Maroon Woodpecker,marwoo1
Bay Woodpecker,baywoo1
Orange-backed Woodpecker,orbwoo1
Gray-and-buff Woodpecker,gabwoo3
Heart-spotted Woodpecker,heswoo1
Ashy Woodpecker,ashwoo1
Northern Sooty-Woodpecker,soowoo1
Southern Sooty-Woodpecker,sousow1
Great Slaty Woodpecker,grswoo1
Red-legged Seriema,relser1
Black-legged Seriema,bllser1
Barred Forest-Falcon,baffal1
Plumbeous Forest-Falcon,plffal1
Lined Forest-Falcon,liffal1
Cryptic Forest-Falcon,cryfof1
Slaty-backed Forest-Falcon,sbffal1
Collared Forest-Falcon,coffal1
Buckley's Forest-Falcon,buffal1
Black Caracara,blacar1
Red-throated Caracara,retcar2
Carunculated Caracara,carcar1
Mountain Caracara,moucar1
White-throated Caracara,whtcar1
Striated Caracara,strcar1
Crested Caracara,crecar1
Southern Caracara,soucar1
Guadalupe Caracara,guacar2
Yellow-headed Caracara,yehcar1
Chimango Caracara,chicar1
Laughing Falcon,laufal1
Spot-winged Falconet,spwfal2
Pygmy Falcon,pygfal1
White-rumped Falcon,whrfal1
Collared Falconet,colfal1
Black-thighed Falconet,bltfal1
White-fronted Falconet,whffal1
Philippine Falconet,phifal1
Pied Falconet,piefal2
Lesser Kestrel,leskes1
Eurasian Kestrel,eurkes
Rock Kestrel,eurkes1
Madagascar Kestrel,madkes1
Mauritius Kestrel,maukes1
Seychelles Kestrel,seykes1
Spotted Kestrel,spokes1
Australian Kestrel,auskes1
Greater Kestrel,grekes1
American Kestrel,amekes
Fox Kestrel,foxkes1
Gray Kestrel,grykes1
Dickinson's Kestrel,dickes1
Banded Kestrel,bankes1
Red-necked Falcon,renfal1
Red-footed Falcon,reffal1
Amur Falcon,amufal1
Eleonora's Falcon,elefal1
Sooty Falcon,soofal1
Merlin,merlin
Eurasian Hobby,eurhob
African Hobby,afrhob1
Oriental Hobby,orihob1
Australian Hobby,aushob1
New Zealand Falcon,nezfal1
Brown Falcon,brofal1
Gray Falcon,gryfal1
Black Falcon,blafal1
Aplomado Falcon,aplfal
Bat Falcon,batfal1
Orange-breasted Falcon,orbfal1
Lanner Falcon,lanfal1
Laggar Falcon,lagfal1
Saker Falcon,sakfal1
Gyrfalcon,gyrfal
Peregrine Falcon,perfal
Prairie Falcon,prafal
Taita Falcon,taifal1
Kea,kea1
Norfolk Island Kaka,noikak1
New Zealand Kaka,nezkak1
Kakapo,kakapo2
Palm Cockatoo,palcoc1
Red-tailed Black-Cockatoo,rtbcoc1
Glossy Black-Cockatoo,glbcoc1
Yellow-tailed Black-Cockatoo,ytbcoc1
Carnaby's Black-Cockatoo,slbblc1
Baudin's Black-Cockatoo,whtblc1
Gang-gang Cockatoo,gagcoc1
Pink Cockatoo,pincoc1
Galah,galah
Long-billed Corella,lobcor1
Western Corella,wescor1
Little Corella,litcor2
Tanimbar Corella,tancoc1
Philippine Cockatoo,phicoc1
Yellow-crested Cockatoo,yeccoc1
Ducorps's Cockatoo,duccoc1
Sulphur-crested Cockatoo,succoc
Blue-eyed Cockatoo,blecoc1
Salmon-crested Cockatoo,saccoc
White Cockatoo,whicoc1
Cockatiel,cockat
Pesquet's Parrot,pespar1
Greater Vasa-Parrot,vaspar1
Seychelles Parrot,seypar1
Mascarene Parrot,maspar1
Lesser Vasa-Parrot,blapar1
Yellow-capped Pygmy-Parrot,ycppar1
Geelvink Pygmy-Parrot,geppar1
Buff-faced Pygmy-Parrot,bfppar1
Red-breasted Pygmy-Parrot,rbppar1
Meek's Pygmy-Parrot,meppar1
Finsch's Pygmy-Parrot,fippar1
Superb Parrot,suppar1
Regent Parrot,regpar1
Princess Parrot,alepar1
Australian King-Parrot,aukpar1
Moluccan King-Parrot,mokpar1
Papuan King-Parrot,pakpar1
Olive-shouldered Parrot,olspar1
Red-winged Parrot,rewpar1
Buru Racquet-tail,burtai1
Golden-mantled Racquet-tail,gmrtai1
Mindanao Racquet-tail,mirtai1
Luzon Racquet-tail,luzrat1
Blue-headed Racquet-tail,bhrtai1
Mindoro Racquet-tail,minrat1
Blue-winged Racquet-tail,bwrtai1
Yellow-breasted Racquet-tail,yebrat1
Green Racquet-tail,grrtai1
Blue-crowned Racquet-tail,bcrtai1
Eclectus Parrot,eclpar
Red-cheeked Parrot,recpar2
Blue-collared Parrot,blcpar3
Singing Parrot,sinpar1
Blue-rumped Parrot,blrpar1
Alexandrine Parakeet,alepar2
Seychelles Parakeet,seypar2
Rose-ringed Parakeet,rorpar
Echo Parakeet,maupar1
Slaty-headed Parakeet,slhpar1
Gray-headed Parakeet,gyhpar2
Plum-headed Parakeet,plhpar1
Blossom-headed Parakeet,blhpar3
Malabar Parakeet,malpar1
Layard's Parakeet,laypar1
Derbyan Parakeet,derpar1
Red-breasted Parakeet,rebpar4
Nicobar Parakeet,nicpar1
Newton's Parakeet,newpar2
Long-tailed Parakeet,lotpar2
Painted Tiger-Parrot,patpar1
Brehm's Tiger-Parrot,brtpar2
Modest Tiger-Parrot,motpar1
Madarasz's Tiger-Parrot,matpar1
Black-lored Parrot,bllpar1
Great-billed Parrot,grbpar1
Blue-naped Parrot,blnpar1
Azure-rumped Parrot,azrpar1
Ground Parrot,gropar1
Night Parrot,nigpar2
Yellow-billed Lorikeet,yeblor2
Orange-billed Lorikeet,orblor1
Bourke's Parrot,boupar2
Blue-winged Parrot,blwpar3
Elegant Parrot,elepar1
Rock Parrot,rocpar1
Orange-bellied Parrot,orbpar1
Turquoise Parrot,turpar1
Scarlet-chested Parrot,sccpar1
Swift Parrot,swipar1
Crimson Shining-Parrot,crspar1
Red Shining-Parrot,respar1
Masked Shining-Parrot,maspar2
Horned Parakeet,horpar2
Ouvea Parakeet,horpar3
Raiatea Parakeet,raipar1
Black-fronted Parakeet,blfpar2
Antipodes Parakeet,antpar1
Red-crowned Parakeet,refpar4
Reischek's Parakeet,reipar1
New Caledonian Parakeet,necpar1
Norfolk Island Parakeet,noipar1
Yellow-crowned Parakeet,yefpar3
Chatham Islands Parakeet,chipar1
Malherbe's Parakeet,malpar2
Australian Ringneck,polpar1
Green Rosella,greros2
Crimson Rosella,criros2
Northern Rosella,norros1
Eastern Rosella,easros1
Pale-headed Rosella,pahros1
Western Rosella,wesros1
Greater Bluebonnet,bluebo1
Naretha Bluebonnet,bluebo4
Red-rumped Parrot,rerpar1
Mulga Parrot,mulpar1
Hooded Parrot,hoopar1
Golden-shouldered Parrot,gospar1
Paradise Parrot,parpar2
Red-capped Parrot,recpar1
Orange-breasted Fig-Parrot,obfpar1
Double-eyed Fig-Parrot,defpar1
Large Fig-Parrot,lafpar1
Edwards's Fig-Parrot,edfpar1
Salvadori's Fig-Parrot,safpar1
Guaiabero,guaiab1
Budgerigar,budger
Plum-faced Lorikeet,plflor1
Palm Lorikeet,pallor1
Red-chinned Lorikeet,reclor1
Meek's Lorikeet,meelor1
Blue-fronted Lorikeet,blflor1
Striated Lorikeet,strlor1
Pygmy Lorikeet,pyglor1
Red-fronted Lorikeet,reflor2
Red-flanked Lorikeet,reflor1
New Caledonian Lorikeet,neclor1
Red-throated Lorikeet,retlor1
Duchess Lorikeet,duclor1
Fairy Lorikeet,failor1
Josephine's Lorikeet,joslor1
Papuan Lorikeet,paplor1
Collared Lory,collor1
Blue-crowned Lorikeet,blclor2
Kuhl's Lorikeet,kuhlor1
Stephen's Lorikeet,stelor1
Blue Lorikeet,blulor1
Ultramarine Lorikeet,ultlor1
Black Lory,blalor1
Brown Lory,brolor1
Yellow-streaked Lory,yeslor1
Cardinal Lory,carlor1
Chattering Lory,chalor1
Purple-bellied Lory,publor1
Purple-naped Lory,punlor1
Black-capped Lory,blclor1
White-naped Lory,whnlor2
Yellow-bibbed Lory,yeblor1
Musk Lorikeet,muslor1
Little Lorikeet,litlor1
Purple-crowned Lorikeet,puclor1
Varied Lorikeet,varlor1
Iris Lorikeet,irilor1
Goldie's Lorikeet,gollor1
Red-and-blue Lory,rablor1
Violet-necked Lory,vinlor1
Red Lory,redlor1
Blue-streaked Lory,blslor1
Black-winged Lory,blwlor1
Blue-eared Lory,blelor1
Dusky Lory,duslor1
Ornate Lorikeet,ornlor1
Rainbow Lorikeet,railor1
Olive-headed Lorikeet,olhlor1
Yellow-and-green Lorikeet,yaglor1
Mindanao Lorikeet,minlor1
